261,692,0.0
261,671,0.0
261,650,0.0
261,630,0.0
261,609,0.0
261,589,0.0
261,568,0.0
261,547,0.0
272,527,0.0
280,506,0.0
290,486,0.0
292,465,0.0
292,445,0.0
296,424,0.0
315,412,0.0
325,407,0.0
426,308,0.0
443,324,0.0
460,340,0.0
470,358,0.0
487,374,0.0
504,390,0.0
516,406,0.0
533,422,0.0
536,443,0.0
544,463,0.0
561,480,0.0
578,496,0.0
585,517,0.0
585,537,0.0
585,558,0.0
587,579,0.0
596,599,0.0
607,618,0.0
615,639,0.0
626,660,0.0
628,666,0.0
612,683,0.0
595,700,0.0
584,718,0.0
568,735,0.0
551,752,0.0
536,769,0.0
515,780,0.0
505,784,0.0
484,782,0.0
462,782,0.0
441,782,0.0
425,770,0.0
404,770,0.0
383,770,0.0
362,770,0.0
341,770,0.0
320,770,0.0
299,770,0.0
287,752,0.0
270,735,0.0
264,714,0.0
264,694,0.0
264,673,0.0
264,652,0.0
263,632,0.0
263,611,0.0
263,591,0.0
263,570,0.0
263,550,0.0
263,529,0.0
263,508,0.0
263,488,0.0
263,468,0.0
263,447,0.0
263,427,0.0
263,406,0.0
263,386,0.0
257,366,0.0
249,346,0.0
238,325,0.0
232,311,0.0
